
###################################################################################
Logfile created by ME7-Logger v1.20 (c) mki, 12/2010-07/2013

Used EcuDefinition file: CARTOXXX.ecu

ECU identified with following data:
HWNumber    = 0261206539       (requested was 0261206539)
SWNumber    = 1037354801       (requested was 1037354801)
PartNumber  = 4B0906018R       (requested was 4B0906018R)
SWVersion   = 0003             (requested was 0003)
EngineId    = 1.8L R4/5VT      (requested was 1.8L R4/5VT)
VAGHWNumber = 
ModelId     = G02

Log packet size: 77 bytes
Logging with:    20 samples/second
Used speed is:   57600 baud
Used mode is:    HM0
Log started at:  07.06.2025 13:32:24.526

TimeStamp, fho_w     , fra_w     , lamfa_w   , lamsbg_w  , lamsoni_w , ldimn_w   , ldimx_w   , ldimxa_0  , ldimxa_1  , ldimxa_2  , ldimxa_3  , ldimxa_4  , ldimxak_w , ldptv     , ldrdtv    , ldrlms_w  , ldrlts_w  , ldtv      , ldtvm     , ldtvr_w   , misol_w   , misopl1_w , miszul_w  , mshfm_w   , nmot_w    , plsol_w   , pvdkds_w  , rkat_w    , rl_w      , rlmax_w   , rlmx_w    , rlsol_w   , tabgm_w   , tans      , tmot      , vfil_w    , wdkba     , wdks      , wnwise_w  , wped_w    , zwist     , zwout     
    9.700, 0.987061  , 1.00018   , 0.843751  , 0.843751  , 0.848634  , 0         , 91.98     , -0.3      , -0.75     , -0.2      , 0         , 0         , -0.2      , -0.4      , 0         , 193.664   , 185.602   , 71.42     , 71.4844   , 60.275    , 83.4351   , 84.2316   , 99.2188   , 176.972   , 4933.5    , 2030.74   , 2048.28   , 0         , 186.75    , 170.156   , 170.156   , 170.156   , 745.076   , 33        , 93        , 104.727   , 100       , 100       , 0.703125  , 99.9999   , 8.25      , 8.25      
    9.750, 0.987     , 1.00021   , 0.843751  , 0.843751  , 0.849611  , 0         , 93.035    , -0.3      , -0.75     , -0.2      , 0         , 0         , -0.2      , -0.2      , 0         , 193.969   , 185.883   , 71.345    , 71.0938   , 60.275    , 83.4839   , 84.2316   , 99.2188   , 174.028   , 4942.75   , 2030.63   , 2048.28   , 0         , 185.203   , 170.391   , 170.391   , 170.391   , 745.076   , 33        , 93        , 105.141   , 100       , 100       , 0.90625   , 99.9999   , 8.25      , 8.25      
    9.800, 0.987     , 1.00021   , 0.843751  , 0.843751  , 0.857911  , 0         , 93.39     , -0.3      , -0.75     , -0.2      , 0         , 0         , -0.2      , -0.2      , 0         , 194.063   , 185.977   , 71.28     , 71.0938   , 60.175    , 83.5541   , 83.902    , 99.2188   , 175.389   , 4960.25   , 2030.47   , 2046.37   , 0         , 184.875   , 170.484   , 170.484   , 170.484   , 745.076   , 33        , 93        , 105.742   , 100       , 100       , 0.875     , 99.9999   , 16.5      , 16.5      
    9.850, 0.987     , 1.00021   , 0.843751  , 0.843751  , 0.844972  , 0         , 94.655    , -0.3      , -0.75     , -0.2      , 0         , 0         , -0.25     , -0.2      , 0         , 194.484   , 185.016   , 71.14     , 71.0938   , 60.075    , 83.5755   , 83.902    , 99.2188   , 173.917   , 4991      , 2032.38   , 2044.8    , 0         , 184.078   , 171       , 171       , 171       , 745.076   , 33        , 93        , 106.141   , 100       , 100       , 1.0625    , 99.9999   , 8.25      , 8.25      
    9.900, 0.987     , 1.00018   , 0.843751  , 0.843751  , 0.846925  , 0         , 94.88     , -0.3      , -0.75     , -0.25     , 0         , 0         , -0.3      , -0.2      , 0         , 194.531   , 183.68    , 71.08     , 71.0938   , 59.975    , 83.7098   , 83.9951   , 99.2188   , 172.75    , 5032.25   , 2032.27   , 2039.61   , 0         , 182.578   , 171       , 171       , 171       , 745.076   , 33        , 93        , 106.758   , 100       , 100       , 0.90625   , 99.9999   , 9.75      , 9.75      
    9.950, 0.986939  , 1.00018   , 0.843751  , 0.843751  , 0.833986  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0         , 0         , -0.35     , 0         , 0         , 194.484   , 183.656   , 71.025    , 71.0938   , 60.075    , 83.6121   , 83.9951   , 99.2188   , 174.833   , 5038      , 2036.76   , 2034.61   , 0         , 181.711   , 171.211   , 171.211   , 171.211   , 751.873   , 33        , 93        , 107.156   , 100       , 100       , 1.10938   , 99.9999   , 17.25     , 17.25     
   10.000, 0.986939  , 1.00021   , 0.843751  , 0.843751  , 0.843995  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0         , 0         , 0         , 0.2       , 0         , 194.461   , 183.633   , 71.045    , 71.0938   , 60.275    , 83.7037   , 84.0317   , 99.2188   , 170.472   , 5057.75   , 2041.09   , 2028.32   , 0         , 180.727   , 171.469   , 171.469   , 171.469   , 751.873   , 33        , 93        , 107.773   , 100       , 100       , 0.765625  , 99.9999   , 15        , 15        
   10.050, 0.986939  , 1.00021   , 0.839113  , 0.843751  , 0.848634  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0         , 0         , -0.05     , 0.4       , 0         , 194.414   , 182.203   , 71.055    , 71.0938   , 60.575    , 83.7433   , 84.0317   , 99.2188   , 174.111   , 5064.5    , 2044.45   , 2020.51   , 0         , 179.93    , 171.539   , 171.539   , 171.539   , 751.873   , 33        , 93        , 108.195   , 100       , 100       , 0.84375   , 99.9999   , 11.25     , 11.25     
   10.100, 0.986939  , 1.00018   , 0.839113  , 0.839113  , 0.848634  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.05     , 0         , -0.1      , 0.6       , 0         , 194.344   , 183.516   , 71.085    , 71.0938   , 60.975    , 83.7159   , 84.9244   , 99.2188   , 172.528   , 5124.5    , 2049.8    , 2013.32   , 0         , 179.133   , 171.773   , 171.773   , 171.773   , 751.873   , 33.75     , 93        , 108.805   , 100       , 100       , 0.6875    , 99.9999   , 9.75      , 9.75      
   10.150, 0.986878  , 1.00021   , 0.837159  , 0.839113  , 0.839601  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.8       , 0         , 194.32    , 182.133   , 71.205    , 71.0938   , 61.475    , 83.7342   , 84.9244   , 99.2188   , 173.445   , 5127.5    , 2052.58   , 2002.15   , 0         , 179.789   , 171.891   , 171.891   , 171.891   , 758.182   , 33.75     , 93        , 109.172   , 100       , 100       , 0.71875   , 99.9999   , 20.25     , 20.25     
   10.200, 0.986878  , 1.00021   , 0.837159  , 0.837159  , 0.830324  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 1.2       , 0         , 193.758   , 180.258   , 71.375    , 71.4844   , 62.275    , 83.7708   , 84.5795   , 99.2188   , 177.389   , 5143.25   , 2063.87   , 1995.47   , 0         , 178.594   , 172.172   , 172.172   , 172.172   , 758.182   , 33.75     , 93        , 109.75    , 100       , 100       , 0.578125  , 99.9999   , 16.5      , 16.5      
   10.250, 0.986878  , 1.00021   , 0.836427  , 0.837159  , 0.840333  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 1.4       , 0         , 193.734   , 180.234   , 71.595    , 71.4844   , 63.075    , 83.8196   , 84.5795   , 99.2188   , 174.583   , 5175.75   , 2066.52   , 1989.3    , 0         , 178.195   , 172.313   , 172.313   , 172.313   , 758.182   , 33.75     , 93        , 110.164   , 100       , 100       , 0.984375  , 99.9999   , 10.5      , 10.5      
   10.300, 0.986878  , 1.00021   , 0.836427  , 0.836427  , 0.835695  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 1.6       , 0         , 193.711   , 180.211   , 71.885    , 71.875    , 63.975    , 83.8105   , 85.0663   , 99.2188   , 175.833   , 5202.25   , 2068.16   , 1981.68   , 0         , 177.75    , 172.313   , 172.313   , 172.313   , 758.182   , 33.75     , 93        , 110.75    , 100       , 100       , 0.609375  , 99.9999   , 15        , 15        
   10.350, 0.986878  , 1.00018   , 0.836183  , 0.836427  , 0.839601  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 1.8       , 0         , 193.664   , 178.781   , 72.145    , 71.875    , 64.975    , 83.7006   , 84.546    , 99.2188   , 174.139   , 5193.75   , 2074.14   , 1976.25   , 0         , 176.508   , 172.617   , 172.617   , 172.617   , 763.865   , 33.75     , 93        , 111.188   , 100       , 100       , 0.875     , 99.9999   , 20.25     , 20.25     
   10.400, 0.986878  , 1.00021   , 0.836183  , 0.836183  , 0.838624  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 2         , 0         , 193.594   , 178.734   , 72.41     , 72.2656   , 66.075    , 83.8288   , 84.4956   , 99.2188   , 176.445   , 5240.25   , 2080.86   , 1969.92   , 0         , 177.609   , 172.898   , 172.898   , 172.898   , 763.865   , 33.75     , 93        , 111.836   , 100       , 100       , 0.921875  , 99.9999   , 9         , 9         
   10.450, 0.986817  , 1.00021   , 0.8313    , 0.836183  , 0.839601  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.36      , 4.11      , 193.594   , 178.734   , 74.115    , 74.2188   , 70.745    , 83.9142   , 84.4956   , 99.2188   , 175.5     , 5257      , 2080.08   , 1965.2    , 0         , 176.719   , 172.875   , 172.875   , 172.875   , 763.865   , 34.5      , 93        , 112.188   , 100       , 100       , 1.15625   , 99.9999   , 17.25     , 17.25     
   10.500, 0.986817  , 1.00021   , 0.8313    , 0.8313    , 0.826661  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.54      , 0         , 193.523   , 177.305   , 73.55     , 73.4375   , 69.515    , 83.8044   , 85.08     , 99.2188   , 176.389   , 5257      , 2087.19   , 1960.47   , 0         , 176.461   , 173.18    , 173.18    , 173.18    , 763.865   , 34.5      , 93        , 112.742   , 100       , 100       , 0.875     , 99.9999   , 17.25     , 17.25     
   10.550, 0.986817  , 1.00021   , 0.829347  , 0.8313    , 0.833009  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.585     , 2.03      , 193.453   , 175.898   , 75.195    , 75        , 74.29     , 83.902    , 85.1792   , 99.2188   , 176.139   , 5316      , 2091.8    , 1957.38   , 0         , 175.641   , 173.391   , 173.391   , 173.391   , 769.334   , 34.5      , 93        , 113.117   , 100       , 100       , 0.875     , 99.9999   , 9         , 9         
   10.600, 0.986817  , 1.00018   , 0.829347  , 0.829347  , 0.8313    , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.77      , 2.02      , 193.453   , 175.898   , 76.36     , 76.1719   , 77.39     , 83.9142   , 85.1914   , 99.2188   , 177.861   , 5309      , 2092.27   , 1956.56   , 0         , 175.758   , 173.367   , 173.367   , 173.367   , 769.334   , 34.5      , 93        , 113.688   , 100       , 100       , 0.875     , 99.9999   , 21        , 21        
   10.650, 0.986817  , 1.00021   , 0.828615  , 0.829347  , 0.822999  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.91      , 0         , 193.359   , 175.805   , 76.695    , 76.5625   , 78.73     , 83.8715   , 85.1487   , 99.2188   , 178.333   , 5344.25   , 2101.41   , 1955      , 0         , 175.313   , 173.766   , 173.766   , 173.766   , 769.334   , 34.5      , 93        , 114.07    , 100       , 100       , 0.90625   , 99.9999   , 10.5      , 10.5      
   10.700, 0.986817  , 1.00021   , 0.828615  , 0.828615  , 0.833986  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.975     , 2.005     , 193.359   , 175.805   , 81.885    , 81.6406   , 84.02     , 83.9539   , 85.1166   , 99.2188   , 181.639   , 5362.75   , 2100.47   , 1953.44   , 0         , 176.672   , 173.719   , 173.719   , 173.719   , 769.334   , 34.5      , 93        , 114.625   , 100       , 100       , 0.671875  , 99.9999   , 17.25     , 17.25     
   10.750, 0.986817  , 1.00021   , 0.82837   , 0.828615  , 0.826661  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 1.2       , 0         , 193.266   , 174.375   , 83.785    , 83.5938   , 85.69     , 83.8654   , 85.1166   , 99.2188   , 179.528   , 5388.5    , 2108.24   , 1956.05   , 0         , 175.945   , 174.117   , 174.117   , 174.117   , 774.744   , 35.25     , 93        , 114.984   , 100       , 100       , 0.875     , 99.9999   , 11.25     , 11.25     
   10.800, 0.986817  , 1.00018   , 0.82837   , 0.82837   , 0.829347  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 1.2       , 0         , 193.266   , 174.375   , 87.885    , 87.8906   , 89.14     , 83.9631   , 85.1411   , 99.2188   , 184.278   , 5396.75   , 2108.67   , 1958.05   , 0         , 176.648   , 174.07    , 174.07    , 174.07    , 774.744   , 35.25     , 93        , 115.586   , 100       , 100       , 0.984375  , 99.9999   , 21        , 21        
   10.850, 0.986817  , 1.00018   , 0.828126  , 0.82837   , 0.8313    , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 1.12      , -1.985    , 193.172   , 172.922   , 89.585    , 89.4531   , 90.6      , 83.9051   , 85.1411   , 99.2188   , 185.945   , 5438      , 2099.57   , 1963.28   , 0         , 177.047   , 172.922   , 174.445   , 172.922   , 774.744   , 35.25     , 93        , 115.969   , 100       , 100       , 0.734375  , 99.9999   , 15        , 15        
   10.900, 0.986817  , 1.00021   , 0.828126  , 0.828126  , 0.819337  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.91      , -1.995    , 194.648   , 174.234   , 93.365    , 93.3594   , 93.67     , 83.3497   , 84.6177   , 99.2188   , 184.667   , 5444.5    , 2099.14   , 1973.48   , 0         , 178.266   , 174.234   , 174.352   , 174.234   , 774.744   , 35.25     , 93        , 116.555   , 100       , 100       , 0.796875  , 99.9999   , 17.25     , 17.25     
   10.950, 0.986756  , 1.00018   , 0.823488  , 0.828126  , 0.823732  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.72      , -2        , 194.531   , 174.141   , 93.415    , 93.3594   , 93.72     , 83.8257   , 85.1014   , 99.2188   , 187       , 5481.75   , 2100.74   , 1982.66   , 0         , 177.141   , 174.141   , 174.797   , 174.141   , 779.764   , 35.25     , 93        , 116.945   , 100       , 100       , 1.01563   , 99.9999   , 17.25     , 17.25     
   11.000, 0.986756  , 1.00018   , 0.823488  , 0.823488  , 0.825685  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.6       , 0         , 194.484   , 172.734   , 95        , 94.9219   , 95.6      , 83.7159   , 85.8521   , 99.2188   , 186.195   , 5493      , 2087.3    , 1990.43   , 0         , 177.234   , 172.734   , 174.914   , 172.734   , 779.764   , 35.25     , 93        , 117.531   , 100       , 100       , 0.875     , 99.9999   , 20.25     , 20.25     
   11.050, 0.986756  , 1.00018   , 0.821534  , 0.823488  , 0.823732  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.45      , -6.015    , 194.484   , 172.734   , 88.13     , 87.8906   , 89.435    , 83.072    , 85.1929   , 99.2188   , 189.111   , 5503      , 2088.32   , 1999.84   , 0         , 177.305   , 172.734   , 174.938   , 172.734   , 779.764   , 35.25     , 93        , 117.906   , 100       , 100       , 1.07813   , 99.9999   , 17.25     , 17.25     
   11.100, 0.986756  , 1.00018   , 0.821534  , 0.821534  , 0.817384  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.32      , -2.015    , 194.414   , 172.688   , 92.89     , 92.9688   , 93.305    , 83.0109   , 85.1304   , 99.2188   , 188.806   , 5546.5    , 2090.23   , 2003.09   , 0         , 177.891   , 172.688   , 173.648   , 172.688   , 779.764   , 35.25     , 93        , 118.453   , 100       , 100       , 1.07813   , 99.9999   , 10.5      , 10.5      
   11.150, 0.986695  , 1.00021   , 0.820802  , 0.821534  , 0.812745  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.36      , 2.01      , 194.414   , 171.328   , 95        , 94.9219   , 97.37     , 82.9072   , 85.0236   , 99.2188   , 188.361   , 5544.5    , 2074.57   , 2002.5    , 0         , 179.109   , 171.328   , 173.883   , 171.328   , 784.588   , 35.25     , 93        , 118.797   , 100       , 100       , 1.04688   , 99.9999   , 15        , 15        
   11.200, 0.986695  , 1.00018   , 0.820802  , 0.820802  , 0.818361  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.28      , -4.02     , 193.875   , 170.836   , 90.31     , 90.2344   , 91.26     , 82.251    , 84.3506   , 99.2188   , 191       , 5578.25   , 2076.21   , 2003.71   , 0         , 178.969   , 170.836   , 172.523   , 170.836   , 784.588   , 36        , 93        , 119.352   , 100       , 100       , 0.84375   , 99.9999   , 17.25     , 17.25     
   11.250, 0.986634  , 1.00018   , 0.820558  , 0.820802  , 0.804445  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.315     , 0         , 193.805   , 169.406   , 95        , 94.9219   , 95.315    , 81.9794   , 84.0714   , 99.2188   , 189.222   , 5595.5    , 2063.4    , 2003.48   , 0         , 178.336   , 169.406   , 170.648   , 169.406   , 784.588   , 36        , 93        , 119.727   , 100       , 100       , 1.03125   , 99.9999   , 12.75     , 12.75     
   11.300, 0.986634  , 1.00021   , 0.820558  , 0.820558  , 0.805421  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.35      , 0         , 193.828   , 169.43    , 95        , 94.9219   , 95.35     , 81.2989   , 83.3741   , 99.2188   , 192.722   , 5622      , 2065      , 1997.93   , 0         , 178.852   , 169.43    , 170.555   , 169.43    , 784.588   , 36        , 93        , 120.297   , 100       , 100       , 0.921875  , 99.9999   , 12.75     , 12.75     
   11.350, 0.986573  , 1.00018   , 0.820558  , 0.820558  , 0.814699  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.35      , 0         , 193.734   , 169.359   , 95        , 94.9219   , 95.35     , 81.2134   , 83.2871   , 99.2188   , 190.722   , 5637.5    , 2064.53   , 1997.42   , 0         , 178.266   , 169.102   , 169.102   , 169.102   , 789.021   , 36        , 93        , 120.68    , 100       , 100       , 1.07813   , 99.9999   , 16.5      , 16.5      
   11.400, 0.986573  , 1.00018   , 0.820558  , 0.820558  , 0.815675  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.385     , 0         , 193.664   , 166.57    , 95        , 94.9219   , 95.385    , 80.9723   , 83.0399   , 99.2188   , 188.306   , 5646.75   , 2068.32   , 1997.66   , 0         , 176.93    , 166.57    , 168.07    , 169.102   , 789.021   , 36.75     , 93        , 121.047   , 100       , 100       , 0.890625  , 99.9999   , 12        , 12        
   11.450, 0.986512  , 1.00021   , 0.815675  , 0.820558  , 0.805421  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.22      , -5.985    , 193.688   , 166.594   , 87.63     , 87.5      , 89.235    , 79.9073   , 81.9474   , 99.2188   , 191.306   , 5677.5    , 2037.58   , 1990.63   , 0         , 177.188   , 166.594   , 167.508   , 166.594   , 789.021   , 36.75     , 93        , 121.602   , 100       , 100       , 1.21875   , 99.9999   , 18.75     , 18.75     
   11.500, 0.986512  , 1.00021   , 0.815675  , 0.815675  , 0.807374  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.325     , 1.985     , 193.641   , 166.547   , 95        , 94.9219   , 97.31     , 79.8005   , 82.2571   , 99.2188   , 189.528   , 5694.75   , 2037.38   , 1986.37   , 0         , 177.352   , 166.547   , 166.945   , 166.594   , 789.021   , 36.75     , 93        , 121.953   , 100       , 100       , 1.25      , 99.9999   , 19.5      , 19.5      
   11.550, 0.986512  , 1.00021   , 0.815675  , 0.815675  , 0.805421  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.325     , 0         , 193.57    , 166.5     , 95        , 94.9219   , 95.325    , 79.6815   , 82.1351   , 99.2188   , 193.083   , 5709.75   , 2036.84   , 1981.41   , 0         , 175.664   , 166.125   , 166.125   , 166.125   , 793.865   , 36.75     , 93        , 122.484   , 100       , 100       , 1.3125    , 99.9999   , 15.75     , 15.75     
   11.600, 0.986451  , 1.00018   , 0.813722  , 0.813722  , 0.819337  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.35      , 0         , 193.055   , 164.695   , 95        , 94.9219   , 95.35     , 79.4465   , 81.8925   , 99.2188   , 193.722   , 5732.25   , 2020.31   , 1982.7    , 0         , 175.43    , 164.203   , 164.203   , 164.203   , 793.865   , 36.75     , 92.25     , 122.828   , 100       , 100       , 1.07813   , 99.9999   , 13.5      , 13.5      
   11.650, 0.986451  , 1.00018   , 0.813722  , 0.813722  , 0.798341  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.28      , -1.98     , 193.031   , 164.672   , 92.73     , 92.5781   , 93.3      , 78.5737   , 80.9922   , 99.2188   , 192.778   , 5750.75   , 2013.4    , 1979.8    , 0         , 175.219   , 163.523   , 163.523   , 163.523   , 793.865   , 36.75     , 92.25     , 123.383   , 100       , 100       , 1.48438   , 99.9999   , 19.5      , 19.5      
   11.700, 0.986451  , 1.00021   , 0.81299   , 0.81299   , 0.813722  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.28      , 0         , 193.008   , 164.648   , 95        , 94.9219   , 95.28     , 78.2563   , 80.6656   , 99.2188   , 193.695   , 5774.25   , 2001.56   , 1976.91   , 0         , 175.055   , 162.422   , 162.422   , 162.422   , 793.865   , 37.5      , 92.25     , 123.742   , 100       , 100       , 1.125     , 99.9999   , 15        , 15        
   11.750, 0.986451  , 1.00021   , 0.81299   , 0.81299   , 0.805421  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.1      , 0.3       , 0         , 192.984   , 163.289   , 95        , 94.9219   , 95.3      , 77.7466   , 80.1407   , 99.2188   , 194.583   , 5792.25   , 1997.62   , 1969.1    , 0         , 175.523   , 162.023   , 162.023   , 162.023   , 798.123   , 37.5      , 92.25     , 124.25    , 100       , 100       , 1.26563   , 99.9999   , 18.75     , 18.75     
   11.800, 0.98639   , 1.00018   , 0.812745  , 0.812745  , 0.806398  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.1      , 0         , -0.05     , 0.24      , -1.97     , 192.938   , 161.906   , 92.705    , 92.5781   , 93.27     , 77.4872   , 79.8722   , 99.2188   , 190.028   , 5795.75   , 1985.51   , 1964.92   , 0         , 174.656   , 160.922   , 160.922   , 160.922   , 798.123   , 37.5      , 92.25     , 124.719   , 100       , 100       , 0.96875   , 99.9999   , 14.25     , 14.25     
   11.850, 0.98639   , 1.00021   , 0.812745  , 0.812745  , 0.805421  , 0         , 95        , -0.3      , -0.75     , -0.3      , -0.05     , 0         , 0         , 0.16      , -1.97     , 192.867   , 161.836   , 92.615    , 92.5781   , 93.19     , 76.999    , 79.3686   , 99.2188   , 192.195   , 5813.75   , 1976.41   , 1964.34   , 0         , 173.484   , 159.727   , 159.727   , 159.727   , 798.123   , 37.5      , 92.25     , 125.211   , 100       , 100       , 1.20313   , 99.9999   , 19.5      , 19.5      
   11.900, 0.986329  , 1.00021   , 0.812501  , 0.812501  , 0.819337  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0         , 0         , 0.05      , 0.08      , -1.97     , 192.844   , 161.813   , 92.445    , 92.5781   , 93.11     , 76.4405   , 78.7934   , 99.2188   , 189.528   , 5847      , 1959.38   , 1961.91   , 0         , 172.148   , 158.344   , 158.344   , 158.344   , 798.123   , 38.25     , 92.25     , 125.539   , 100       , 100       , 1.09375   , 99.9999   , 16.5      , 16.5      
   11.950, 0.986329  , 1.00018   , 0.812501  , 0.812501  , 0.817384  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0.05      , 0         , 0.05      , -0.2      , 0         , 192.797   , 161.789   , 94.69     , 94.5313   , 94.8      , 75.8332   , 78.563    , 99.2188   , 190.722   , 5846.25   , 1949.96   , 1963.71   , 0         , 171.492   , 157.219   , 157.219   , 157.219   , 801.795   , 38.25     , 92.25     , 126.094   , 100       , 100       , 1.20313   , 99.9999   , 18.75     , 18.75     
   12.000, 0.986268  , 1.00021   , 0.807863  , 0.807863  , 0.802736  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0.05      , 0         , 0.05      , -0.4      , 0         , 192.281   , 161.344   , 94.295    , 94.1406   , 94.5      , 75.3083   , 78.4211   , 99.2188   , 191       , 5882.25   , 1935.9    , 1962.3    , 0         , 171.258   , 155.625   , 155.625   , 155.625   , 801.795   , 38.25     , 92.25     , 126.422   , 100       , 100       , 1.23438   , 99.9999   , 16.5      , 16.5      
   12.050, 0.986268  , 1.00018   , 0.807863  , 0.807863  , 0.806398  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0.05      , 0         , 0.05      , -0.6      , 0         , 192.234   , 159.961   , 93.75     , 93.75     , 94.1      , 74.646    , 77.3408   , 99.2188   , 194.583   , 5893      , 1930.51   , 1962.34   , 0         , 170.648   , 154.781   , 154.781   , 154.781   , 801.795   , 38.25     , 92.25     , 126.914   , 100       , 100       , 0.90625   , 99.9999   , 19.5      , 19.5      
   12.100, 0.986207  , 1.00021   , 0.805909  , 0.805909  , 0.804445  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0.05      , 0         , 0.05      , -0.6      , 0         , 192.211   , 159.938   , 93.36     , 93.3594   , 93.8      , 74.2158   , 76.8952   , 99.2188   , 191       , 5922.5    , 1931.45   , 1962.66   , 0         , 170.063   , 154.898   , 154.898   , 154.781   , 801.795   , 39        , 92.25     , 127.266   , 100       , 100       , 1.35938   , 99.9999   , 18.75     , 18.75     
   12.150, 0.986207  , 1.00018   , 0.805909  , 0.805909  , 0.815675  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0.05      , 0         , 0.05      , -0.4      , 0         , 192.211   , 158.578   , 93.2      , 92.9688   , 93.7      , 74.2005   , 77.2675   , 99.2188   , 192.778   , 5936.5    , 1916.95   , 1955.7    , 0         , 171.375   , 153.703   , 153.703   , 153.703   , 805.76    , 39        , 92.25     , 127.758   , 100       , 100       , 1.20313   , 99.9999   , 14.25     , 14.25     
   12.200, 0.986207  , 1.00021   , 0.805177  , 0.805177  , 0.819337  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0.05      , 0         , 0.05      , -0.8      , 0         , 192.117   , 158.508   , 92.395    , 92.1875   , 93.1      , 73.6573   , 76.7014   , 99.2188   , 194.583   , 5964      , 1905.51   , 1954.3    , 0         , 169.922   , 152.531   , 152.531   , 152.531   , 805.76    , 39        , 92.25     , 128.055   , 100       , 100       , 1.0625    , 99.9999   , 17.25     , 17.25     
   12.250, 0.986207  , 1.00018   , 0.805177  , 0.805177  , 0.811036  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0.05      , 0         , 0.05      , -1        , 0         , 192.117   , 157.148   , 91.61     , 91.4063   , 92.5      , 73.1415   , 76.1643   , 99.2188   , 194.583   , 5972      , 1899.1    , 1952.03   , 0         , 170.133   , 152.133   , 152.133   , 152.133   , 805.76    , 39        , 92.25     , 128.555   , 100       , 100       , 0.84375   , 99.9999   , 15        , 15        
   12.300, 0.986146  , 1.00021   , 0.804933  , 0.804933  , 0.795167  , 0         , 95        , -0.3      , -0.75     , -0.3      , 0.05      , 0         , 0.05      , -1.2      , 0         , 191.602   , 156.727   , 90.63     , 90.625    , 91.8      , 72.873    , 75.5036   , 99.2188   , 193.083   , 6001.5    , 1912.34   , 1952.58   , 0         , 167.625   , 151.594   , 151.594   , 152.133   , 805.76    , 39.75     , 92.25     , 128.875   , 100       , 100       , 0.875     , 99.9999   , 18.75     , 18.75     
